postcode,place_id,distance,duration
5157,ChIJu3UpY0zRsGoRLMloCgGsIcA,15.07,19.68
5157,ChIJHc3SHVrasGoRMPi5RVU2Aw8,18.26,23.8
5157,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,30.2,37.43
5157,ChIJscH3eyHJsGoRjMLoSHcIsm4,28.9,35.72
5046,ChIJA8JbLlhLt2oRwQltOFgMf40,30.22,47.1
5046,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,24.26,39.78
5046,ChIJu3UpY0zRsGoRLMloCgGsIcA,11.64,17.98
5046,ChIJHc3SHVrasGoRMPi5RVU2Aw8,2.41,4.78
5046,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,21.02,35.8
5046,ChIJscH3eyHJsGoRjMLoSHcIsm4,15.03,26.77
5065,ChIJA8JbLlhLt2oRwQltOFgMf40,16.48,23.47
5065,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,8.93,13.82
5065,ChIJu3UpY0zRsGoRLMloCgGsIcA,10.68,16.08
5065,ChIJHc3SHVrasGoRMPi5RVU2Aw8,15.45,25.23
5065,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,7.02,12.2
5065,ChIJscH3eyHJsGoRjMLoSHcIsm4,6.77,11.72
5016,ChIJA8JbLlhLt2oRwQltOFgMf40,26.05,33.42
5016,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,27.08,36.1
5016,ChIJu3UpY0zRsGoRLMloCgGsIcA,34.27,43.58
5016,ChIJHc3SHVrasGoRMPi5RVU2Aw8,23.89,34.72
5016,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,23.2,29.63
5016,ChIJscH3eyHJsGoRjMLoSHcIsm4,19.11,22.37
5558,ChIJA8JbLlhLt2oRwQltOFgMf40,161.35,122.92
5558,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,166.47,127.83
5558,ChIJu3UpY0zRsGoRLMloCgGsIcA,177.95,135.5
5558,ChIJHc3SHVrasGoRMPi5RVU2Aw8,174.68,130.12
5558,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,166.88,121.55
5558,ChIJscH3eyHJsGoRjMLoSHcIsm4,162.8,114.27
5085,ChIJA8JbLlhLt2oRwQltOFgMf40,11.39,16.65
5085,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,11.59,19.0
5085,ChIJu3UpY0zRsGoRLMloCgGsIcA,19.88,31.68
5085,ChIJHc3SHVrasGoRMPi5RVU2Aw8,21.94,35.95
5085,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,7.24,11.7
5085,ChIJscH3eyHJsGoRjMLoSHcIsm4,6.99,11.5
5083,ChIJA8JbLlhLt2oRwQltOFgMf40,12.89,19.72
5083,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,9.97,16.57
5083,ChIJu3UpY0zRsGoRLMloCgGsIcA,16.92,27.37
5083,ChIJHc3SHVrasGoRMPi5RVU2Aw8,18.89,30.82
5083,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,5.54,10.15
5083,ChIJscH3eyHJsGoRjMLoSHcIsm4,3.93,6.37
5039,ChIJA8JbLlhLt2oRwQltOFgMf40,25.65,38.67
5039,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,19.53,31.18
5039,ChIJu3UpY0zRsGoRLMloCgGsIcA,9.46,17.02
5039,ChIJHc3SHVrasGoRMPi5RVU2Aw8,5.77,10.88
5039,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,16.3,27.18
5039,ChIJscH3eyHJsGoRjMLoSHcIsm4,11.85,19.05
5069,ChIJA8JbLlhLt2oRwQltOFgMf40,13.17,17.8
5069,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,8.41,12.9
5069,ChIJu3UpY0zRsGoRLMloCgGsIcA,12.92,20.9
5069,ChIJHc3SHVrasGoRMPi5RVU2Aw8,17.38,28.53
5069,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,3.98,6.5
5069,ChIJscH3eyHJsGoRjMLoSHcIsm4,3.13,4.83
5072,ChIJA8JbLlhLt2oRwQltOFgMf40,15.96,21.4
5072,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,1.28,2.12
5072,ChIJu3UpY0zRsGoRLMloCgGsIcA,21.1,30.58
5072,ChIJHc3SHVrasGoRMPi5RVU2Aw8,25.65,39.25
5072,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,9.53,14.52
5072,ChIJscH3eyHJsGoRjMLoSHcIsm4,12.46,19.78
6081,ChIJA8JbLlhLt2oRwQltOFgMf40,2577.9,1617.85
6081,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,2583.02,1622.75
6081,ChIJu3UpY0zRsGoRLMloCgGsIcA,2594.51,1630.42
6081,ChIJHc3SHVrasGoRMPi5RVU2Aw8,2591.23,1625.05
6081,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,2583.44,1616.47
6081,ChIJscH3eyHJsGoRjMLoSHcIsm4,2579.35,1609.18
2142,ChIJA8JbLlhLt2oRwQltOFgMf40,1373.58,871.5
2142,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,1364.38,858.18
2142,ChIJu3UpY0zRsGoRLMloCgGsIcA,1363.66,853.63
2142,ChIJHc3SHVrasGoRMPi5RVU2Aw8,1375.69,869.53
2142,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,1371.19,863.35
2142,ChIJscH3eyHJsGoRjMLoSHcIsm4,1369.89,861.63
5007,ChIJA8JbLlhLt2oRwQltOFgMf40,17.81,27.67
5007,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,14.79,24.57
5007,ChIJu3UpY0zRsGoRLMloCgGsIcA,16.82,29.03
5007,ChIJHc3SHVrasGoRMPi5RVU2Aw8,14.38,24.45
5007,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,10.36,18.15
5007,ChIJscH3eyHJsGoRjMLoSHcIsm4,4.01,8.05
5025,ChIJA8JbLlhLt2oRwQltOFgMf40,21.38,33.82
5025,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,18.36,30.72
5025,ChIJu3UpY0zRsGoRLMloCgGsIcA,19.24,31.57
5025,ChIJHc3SHVrasGoRMPi5RVU2Aw8,13.05,19.35
5025,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,13.93,24.3
5025,ChIJscH3eyHJsGoRjMLoSHcIsm4,7.58,14.2
5116,ChIJA8JbLlhLt2oRwQltOFgMf40,29.18,33.27
5116,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,38.53,45.58
5116,ChIJu3UpY0zRsGoRLMloCgGsIcA,59.86,57.07
5116,ChIJHc3SHVrasGoRMPi5RVU2Aw8,56.58,51.7
5116,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,36.12,42.52
5116,ChIJscH3eyHJsGoRjMLoSHcIsm4,44.7,35.85
5084,ChIJA8JbLlhLt2oRwQltOFgMf40,13.21,20.0
5084,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,14.24,22.67
5084,ChIJu3UpY0zRsGoRLMloCgGsIcA,20.3,32.43
5084,ChIJHc3SHVrasGoRMPi5RVU2Aw8,21.27,32.68
5084,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,9.21,15.43
5084,ChIJscH3eyHJsGoRjMLoSHcIsm4,6.45,10.48
5491,ChIJA8JbLlhLt2oRwQltOFgMf40,203.3,150.35
5491,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,210.07,163.6
5491,ChIJu3UpY0zRsGoRLMloCgGsIcA,232.64,171.77
5491,ChIJHc3SHVrasGoRMPi5RVU2Aw8,229.37,166.38
5491,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,221.57,157.82
5491,ChIJscH3eyHJsGoRjMLoSHcIsm4,217.49,150.53
5049,ChIJA8JbLlhLt2oRwQltOFgMf40,35.47,51.22
5049,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,29.31,42.75
5049,ChIJu3UpY0zRsGoRLMloCgGsIcA,15.06,22.73
5049,ChIJHc3SHVrasGoRMPi5RVU2Aw8,5.88,10.1
5049,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,26.28,39.9
5049,ChIJscH3eyHJsGoRjMLoSHcIsm4,22.25,33.53
5042,ChIJA8JbLlhLt2oRwQltOFgMf40,27.09,40.07
5042,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,20.92,31.6
5042,ChIJu3UpY0zRsGoRLMloCgGsIcA,9.72,14.02
5042,ChIJHc3SHVrasGoRMPi5RVU2Aw8,7.59,12.87
5042,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,17.89,28.75
5042,ChIJscH3eyHJsGoRjMLoSHcIsm4,15.41,24.08
5017,ChIJA8JbLlhLt2oRwQltOFgMf40,28.32,35.37
5017,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,29.36,38.03
5017,ChIJu3UpY0zRsGoRLMloCgGsIcA,36.54,45.53
5017,ChIJHc3SHVrasGoRMPi5RVU2Aw8,26.21,37.0
5017,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,25.48,31.58
5017,ChIJscH3eyHJsGoRjMLoSHcIsm4,21.39,24.3
5068,ChIJA8JbLlhLt2oRwQltOFgMf40,13.04,18.15
5068,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,5.51,8.75
5068,ChIJu3UpY0zRsGoRLMloCgGsIcA,14.09,21.02
5068,ChIJHc3SHVrasGoRMPi5RVU2Aw8,18.63,29.9
5068,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,4.68,8.57
5068,ChIJscH3eyHJsGoRjMLoSHcIsm4,6.8,11.45
5154,ChIJA8JbLlhLt2oRwQltOFgMf40,31.89,40.45
5154,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,17.26,22.63
5154,ChIJu3UpY0zRsGoRLMloCgGsIcA,14.91,20.08
5154,ChIJHc3SHVrasGoRMPi5RVU2Aw8,27.2,35.33
5154,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,22.7,29.15
5154,ChIJscH3eyHJsGoRjMLoSHcIsm4,21.4,27.42
5166,ChIJA8JbLlhLt2oRwQltOFgMf40,45.74,56.98
5166,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,39.58,48.52
5166,ChIJu3UpY0zRsGoRLMloCgGsIcA,25.31,28.43
5166,ChIJHc3SHVrasGoRMPi5RVU2Aw8,18.05,21.67
5166,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,36.55,45.68
5166,ChIJscH3eyHJsGoRjMLoSHcIsm4,32.52,39.32
5061,ChIJA8JbLlhLt2oRwQltOFgMf40,19.85,30.72
5061,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,13.89,23.4
5061,ChIJu3UpY0zRsGoRLMloCgGsIcA,7.97,13.85
5061,ChIJHc3SHVrasGoRMPi5RVU2Aw8,12.59,21.53
5061,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,10.66,19.4
5061,ChIJscH3eyHJsGoRjMLoSHcIsm4,8.17,14.73
4059,ChIJA8JbLlhLt2oRwQltOFgMf40,2028.02,1304.88
4059,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,2002.68,1302.32
4059,ChIJu3UpY0zRsGoRLMloCgGsIcA,2001.96,1297.77
4059,ChIJHc3SHVrasGoRMPi5RVU2Aw8,2013.99,1313.67
4059,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,2009.5,1307.48
4059,ChIJscH3eyHJsGoRjMLoSHcIsm4,2040.14,1306.9
5244,ChIJA8JbLlhLt2oRwQltOFgMf40,29.05,30.8
5244,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,32.25,34.78
5244,ChIJu3UpY0zRsGoRLMloCgGsIcA,38.88,38.15
5244,ChIJHc3SHVrasGoRMPi5RVU2Aw8,50.92,54.05
5244,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,40.77,47.75
5244,ChIJscH3eyHJsGoRjMLoSHcIsm4,45.12,46.15
5117,ChIJA8JbLlhLt2oRwQltOFgMf40,29.66,34.15
5117,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,41.23,43.82
5117,ChIJu3UpY0zRsGoRLMloCgGsIcA,52.32,52.57
5117,ChIJHc3SHVrasGoRMPi5RVU2Aw8,49.04,47.2
5117,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,41.25,38.62
5117,ChIJscH3eyHJsGoRjMLoSHcIsm4,37.16,31.33
5041,ChIJA8JbLlhLt2oRwQltOFgMf40,24.25,36.73
5041,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,18.08,28.28
5041,ChIJu3UpY0zRsGoRLMloCgGsIcA,7.88,12.27
5041,ChIJHc3SHVrasGoRMPi5RVU2Aw8,7.87,13.33
5041,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,15.05,25.43
5041,ChIJscH3eyHJsGoRjMLoSHcIsm4,9.93,19.9
5008,ChIJA8JbLlhLt2oRwQltOFgMf40,18.47,27.9
5008,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,15.46,24.8
5008,ChIJu3UpY0zRsGoRLMloCgGsIcA,18.91,30.78
5008,ChIJHc3SHVrasGoRMPi5RVU2Aw8,16.02,27.43
5008,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,11.03,18.38
5008,ChIJscH3eyHJsGoRjMLoSHcIsm4,4.67,8.28
5173,ChIJA8JbLlhLt2oRwQltOFgMf40,64.09,71.03
5173,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,57.92,62.57
5173,ChIJu3UpY0zRsGoRLMloCgGsIcA,43.66,42.47
5173,ChIJHc3SHVrasGoRMPi5RVU2Aw8,38.42,36.68
5173,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,54.9,59.72
5173,ChIJscH3eyHJsGoRjMLoSHcIsm4,50.87,53.35
3058,ChIJA8JbLlhLt2oRwQltOFgMf40,733.9,489.68
3058,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,724.7,476.37
3058,ChIJu3UpY0zRsGoRLMloCgGsIcA,723.98,471.82
3058,ChIJHc3SHVrasGoRMPi5RVU2Aw8,736.01,487.72
3058,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,731.52,481.53
3058,ChIJscH3eyHJsGoRjMLoSHcIsm4,730.21,479.8
2606,ChIJA8JbLlhLt2oRwQltOFgMf40,1175.81,759.1
2606,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,1166.61,745.78
2606,ChIJu3UpY0zRsGoRLMloCgGsIcA,1165.88,741.22
2606,ChIJHc3SHVrasGoRMPi5RVU2Aw8,1177.92,757.12
2606,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,1173.42,750.93
2606,ChIJscH3eyHJsGoRjMLoSHcIsm4,1172.12,749.22
2602,ChIJA8JbLlhLt2oRwQltOFgMf40,1161.49,749.13
2602,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,1152.29,735.82
2602,ChIJu3UpY0zRsGoRLMloCgGsIcA,1151.57,731.27
2602,ChIJHc3SHVrasGoRMPi5RVU2Aw8,1163.6,747.17
2602,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,1159.1,740.97
2602,ChIJscH3eyHJsGoRjMLoSHcIsm4,1157.8,739.25
5162,ChIJA8JbLlhLt2oRwQltOFgMf40,41.65,54.1
5162,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,35.49,45.63
5162,ChIJu3UpY0zRsGoRLMloCgGsIcA,21.22,25.55
5162,ChIJHc3SHVrasGoRMPi5RVU2Aw8,15.43,20.47
5162,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,32.46,42.8
5162,ChIJscH3eyHJsGoRjMLoSHcIsm4,28.43,36.43
2137,ChIJA8JbLlhLt2oRwQltOFgMf40,1369.71,876.93
2137,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,1360.51,863.62
2137,ChIJu3UpY0zRsGoRLMloCgGsIcA,1359.79,859.07
2137,ChIJHc3SHVrasGoRMPi5RVU2Aw8,1371.82,874.97
2137,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,1367.32,868.78
2137,ChIJscH3eyHJsGoRjMLoSHcIsm4,1366.02,867.05
5098,ChIJA8JbLlhLt2oRwQltOFgMf40,9.6,14.05
5098,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,10.97,17.32
5098,ChIJu3UpY0zRsGoRLMloCgGsIcA,23.96,37.47
5098,ChIJHc3SHVrasGoRMPi5RVU2Aw8,31.95,40.1
5098,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,8.56,14.25
5098,ChIJscH3eyHJsGoRjMLoSHcIsm4,11.79,17.58
5021,ChIJA8JbLlhLt2oRwQltOFgMf40,23.53,33.95
5021,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,24.56,36.63
5021,ChIJu3UpY0zRsGoRLMloCgGsIcA,25.67,42.58
5021,ChIJHc3SHVrasGoRMPi5RVU2Aw8,16.91,25.37
5021,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,19.06,31.62
5021,ChIJscH3eyHJsGoRjMLoSHcIsm4,12.86,21.6
5066,ChIJA8JbLlhLt2oRwQltOFgMf40,16.15,23.08
5066,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,8.6,13.43
5066,ChIJu3UpY0zRsGoRLMloCgGsIcA,11.44,18.15
5066,ChIJHc3SHVrasGoRMPi5RVU2Aw8,17.46,28.1
5066,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,7.79,13.5
5066,ChIJscH3eyHJsGoRjMLoSHcIsm4,9.4,15.47
2194,ChIJA8JbLlhLt2oRwQltOFgMf40,1364.51,867.07
2194,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,1355.31,853.75
2194,ChIJu3UpY0zRsGoRLMloCgGsIcA,1354.58,849.2
2194,ChIJHc3SHVrasGoRMPi5RVU2Aw8,1366.62,865.1
2194,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,1362.12,858.92
2194,ChIJscH3eyHJsGoRjMLoSHcIsm4,1360.82,857.18
5019,ChIJA8JbLlhLt2oRwQltOFgMf40,23.29,34.32
5019,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,24.32,36.98
5019,ChIJu3UpY0zRsGoRLMloCgGsIcA,27.97,45.55
5019,ChIJHc3SHVrasGoRMPi5RVU2Aw8,20.73,29.47
5019,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,20.72,32.42
5019,ChIJscH3eyHJsGoRjMLoSHcIsm4,14.58,23.22
5290,ChIJA8JbLlhLt2oRwQltOFgMf40,441.3,292.22
5290,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,432.1,278.9
5290,ChIJu3UpY0zRsGoRLMloCgGsIcA,431.37,274.35
5290,ChIJHc3SHVrasGoRMPi5RVU2Aw8,443.4,290.25
5290,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,438.91,284.05
5290,ChIJscH3eyHJsGoRjMLoSHcIsm4,437.61,282.33
3064,ChIJA8JbLlhLt2oRwQltOFgMf40,756.48,499.33
3064,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,747.28,486.02
3064,ChIJu3UpY0zRsGoRLMloCgGsIcA,746.56,481.47
3064,ChIJHc3SHVrasGoRMPi5RVU2Aw8,758.59,497.37
3064,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,754.1,491.18
3064,ChIJscH3eyHJsGoRjMLoSHcIsm4,752.79,489.47
3726,ChIJA8JbLlhLt2oRwQltOFgMf40,816.54,540.33
3726,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,807.34,527.02
3726,ChIJu3UpY0zRsGoRLMloCgGsIcA,806.61,522.47
3726,ChIJHc3SHVrasGoRMPi5RVU2Aw8,818.64,538.37
3726,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,814.15,532.17
3726,ChIJscH3eyHJsGoRjMLoSHcIsm4,812.85,530.45
5204,ChIJA8JbLlhLt2oRwQltOFgMf40,116.04,113.23
5204,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,109.88,104.77
5204,ChIJu3UpY0zRsGoRLMloCgGsIcA,95.61,84.68
5204,ChIJHc3SHVrasGoRMPi5RVU2Aw8,90.38,78.88
5204,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,106.85,101.92
5204,ChIJscH3eyHJsGoRjMLoSHcIsm4,102.82,95.57
5109,ChIJA8JbLlhLt2oRwQltOFgMf40,10.51,14.65
5109,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,19.87,26.97
5109,ChIJu3UpY0zRsGoRLMloCgGsIcA,32.4,46.48
5109,ChIJHc3SHVrasGoRMPi5RVU2Aw8,36.94,44.78
5109,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,17.46,23.9
5109,ChIJscH3eyHJsGoRjMLoSHcIsm4,18.55,24.52
5141,ChIJA8JbLlhLt2oRwQltOFgMf40,23.86,36.1
5141,ChIJib2Vy7HKsGoR4HS6RVU2Aw8,8.2,16.15
5141,ChIJu3UpY0zRsGoRLMloCgGsIcA,19.04,28.93
5141,ChIJHc3SHVrasGoRMPi5RVU2Aw8,27.18,44.57
5141,ChIJty3Z1SLKsGoRQHS6RVU2Aw8,16.89,29.07
5141,ChIJscH3eyHJsGoRjMLoSHcIsm4,18.5,31.05
